Number,Data Element,Variable Code,Variable
E20_13,How Patient Was Transported From Ambulance,-5,Not Available
E20_13,How Patient Was Transported From Ambulance,4930,Assisted/Walk
E20_13,How Patient Was Transported From Ambulance,4935,Carry
E20_13,How Patient Was Transported From Ambulance,4940,Stairchair
E20_13,How Patient Was Transported From Ambulance,4945,Stretcher
E20_13,How Patient Was Transported From Ambulance,4950,Other
E20_14,Transport Mode from Scene,-25,Not Applicable
E20_14,Transport Mode from Scene,-15,Not Reporting
E20_14,Transport Mode from Scene,-10,Not Known
E20_14,Transport Mode from Scene,-5,Not Available
E20_14,Transport Mode from Scene,4955,"Initial Lights and Sirens, Downgraded to No Lights or Sirens"
E20_14,Transport Mode from Scene,4960,"Initial No Lights or Sirens, Upgraded to Lights and Sirens"
E20_14,Transport Mode from Scene,4965,Lights and Sirens
E20_14,Transport Mode from Scene,4970,No Lights or Sirens
E20_15,Condition of Patient at Destination,-25,Not Applicable
E20_15,Condition of Patient at Destination,-10,Not Known
E20_15,Condition of Patient at Destination,-5,Not Available
E20_15,Condition of Patient at Destination,4975,Improved
E20_15,Condition of Patient at Destination,4980,Unchanged
E20_15,Condition of Patient at Destination,4985,Worse
E20_16,Reason for Choosing Destination,-25,Not Applicable
E20_16,Reason for Choosing Destination,-15,Not Reporting
E20_16,Reason for Choosing Destination,-10,Not Known
E20_16,Reason for Choosing Destination,-5,Not Available
E20_16,Reason for Choosing Destination,4990,Closest Facility (none below)
E20_16,Reason for Choosing Destination,4995,Diversion
E20_16,Reason for Choosing Destination,5000,Family Choice
E20_16,Reason for Choosing Destination,5005,Insurance Status
E20_16,Reason for Choosing Destination,5010,Law Enforcement Choice
E20_16,Reason for Choosing Destination,5015,On-Line Medical Direction
E20_16,Reason for Choosing Destination,5020,Other
E20_16,Reason for Choosing Destination,5025,Patient Choice
E20_16,Reason for Choosing Destination,5030,Patient's Physicians Choice
E20_16,Reason for Choosing Destination,5035,Protocol
E20_16,Reason for Choosing Destination,5040,Specialty Resource Center
E20_17,Type of Destination,-25,Not Applicable
E20_17,Type of Destination,-15,Not Reporting
E20_17,Type of Destination,-10,Not Known
E20_17,Type of Destination,-5,Not Available
E20_17,Type of Destination,7270,Home
E20_17,Type of Destination,7280,Hospital
E20_17,Type of Destination,7290,Medical Office/Clinic
E20_17,Type of Destination,7300,Morgue
E20_17,Type of Destination,7310,Nursing Home
E20_17,Type of Destination,7320,Other
E20_17,Type of Destination,7340,Other EMS Responder (air)
E20_17,Type of Destination,7350,Other EMS Responder (ground)
E20_17,Type of Destination,7360,Police/Jail
E21_01,Event Date/Time,10001,Relevant Value for Data Element & Patient Care
E21_02,Medical Device Event Name,-25,Not Applicable
E21_02,Medical Device Event Name,-10,Not Known
E21_02,Medical Device Event Name,-5,Not Available
E21_02,Medical Device Event Name,5090,12-Lead ECG
E21_02,Medical Device Event Name,5095,Analysis (Button Pressed)
E21_02,Medical Device Event Name,5100,CO2
E21_02,Medical Device Event Name,5105,Date Transmitted
E21_02,Medical Device Event Name,5110,Defibrillation
E21_02,Medical Device Event Name,5115,ECG-Monitor
E21_02,Medical Device Event Name,5120,Heart Rate
E21_02,Medical Device Event Name,5125,Invasive Pressure 1
E21_02,Medical Device Event Name,5130,Invasive Pressure 2
E21_02,Medical Device Event Name,5135,No Shock Advised
E21_02,Medical Device Event Name,5140,Non-Invasive BP
E21_02,Medical Device Event Name,5145,Pacing Electrical Capture
E21_02,Medical Device Event Name,5150,Pacing Started
E21_02,Medical Device Event Name,5155,Pacing Stopped
E21_02,Medical Device Event Name,5160,Patient Connected
E21_02,Medical Device Event Name,5165,Power On
E21_02,Medical Device Event Name,5170,Pulse Oximetry
E21_02,Medical Device Event Name,5175,Pulse Rate
E21_02,Medical Device Event Name,5180,Respiratory Rate
E21_02,Medical Device Event Name,5185,Shock Advised
E21_02,Medical Device Event Name,5190,Sync Off
E21_02,Medical Device Event Name,5195,Sync On
E21_03,Waveform Graphic Type,5200,JPG
E21_03,Waveform Graphic Type,5205,PDF
E21_04,Waveform Graphic,10001,Relevant Value for Data Element & Patient Care
E21_05,"AED, Pacing, or CO2  Mode",5210,Automated
E21_05,"AED, Pacing, or CO2  Mode",5215,Manual
E21_05,"AED, Pacing, or CO2  Mode",5220,Advisory
E21_05,"AED, Pacing, or CO2  Mode",5225,Demand
E21_05,"AED, Pacing, or CO2  Mode",5230,Sensing
E21_05,"AED, Pacing, or CO2  Mode",5235,Mid-Stream
E21_05,"AED, Pacing, or CO2  Mode",5240,Side-Stream
E21_06,ECG Lead,5245,I
E21_06,ECG Lead,5250,II
E21_06,ECG Lead,5255,III
E21_06,ECG Lead,5260,AVR
E21_06,ECG Lead,5265,AVL
E21_06,ECG Lead,5270,AVF
E21_06,ECG Lead,5275,V1
E21_06,ECG Lead,5280,V2
E21_06,ECG Lead,5285,V3
E21_06,ECG Lead,5290,V4
E21_06,ECG Lead,5295,V5
E21_06,ECG Lead,5300,V6
E21_06,ECG Lead,5305,Paddle
E21_07,ECG Interpretation,10001,Relevant Value for Data Element & Patient Care
E21_08,Type of Shock,5310,Biphasic
E21_08,Type of Shock,5311,Monophasic
E21_09,Shock or Pacing Energy,10001,Relevant Value for Data Element & Patient Care
E21_10,Total Number of Shocks Delivered,10001,Relevant Value for Data Element & Patient Care
E21_11,Pacing Rate,10001,Relevant Value for Data Element & Patient Care
E21_12,Device Heart Rate,10001,Relevant Value for Data Element & Patient Care
E21_13,Device Pulse Rate,10001,Relevant Value for Data Element & Patient Care
E21_14,Device Systolic Blood Pressure,10001,Relevant Value for Data Element & Patient Care
E21_15,Device Diastolic Blood Pressure,10001,Relevant Value for Data Element & Patient Care
E21_16,Device Respiratory Rate,10001,Relevant Value for Data Element & Patient Care
E21_17,Device Pulse Oximetry,10001,Relevant Value for Data Element & Patient Care
E21_18,Device CO2 or etCO2,10001,Relevant Value for Data Element & Patient Care
E21_19,"Device CO2, etCO2, or Invasive Pressure Monitor Units",5320,kPa
E21_19,"Device CO2, etCO2, or Invasive Pressure Monitor Units",5325,% Volume
E21_19,"Device CO2, etCO2, or Invasive Pressure Monitor Units",5330,mmHg
E21_20,Device Invasive Pressure Mean,10001,Relevant Value for Data Element & Patient Care
E22_01,Emergency Department Disposition,-25,Not Applicable
E22_01,Emergency Department Disposition,-15,Not Reporting
E22_01,Emergency Department Disposition,-10,Not Known
E22_01,Emergency Department Disposition,-5,Not Available
E22_01,Emergency Department Disposition,5335,Admitted to Hospital Floor
E22_01,Emergency Department Disposition,5340,Admitted to Hospital ICU
E22_01,Emergency Department Disposition,5345,Death
E22_01,Emergency Department Disposition,5350,Not Applicable (Not Transported to ED)
E22_01,Emergency Department Disposition,5355,Released
E22_01,Emergency Department Disposition,5360,Transferred
E22_02,Hospital Disposition,-25,Not Applicable
E22_02,Hospital Disposition,-15,Not Reporting
E22_02,Hospital Disposition,-10,Not Known
E22_02,Hospital Disposition,-5,Not Available
E22_02,Hospital Disposition,5365,Death
E22_02,Hospital Disposition,5370,Discharged
E22_02,Hospital Disposition,5375,Transfer to Hospital
E22_02,Hospital Disposition,5380,Transfer to Nursing Home
E22_02,Hospital Disposition,5385,Transfer to Other
E22_02,Hospital Disposition,5390,Transfer to Rehabilitation Facility
E22_03,Law Enforcement/Crash Report Number,-25,Not Applicable
E22_03,Law Enforcement/Crash Report Number,-10,Not Known
E22_03,Law Enforcement/Crash Report Number,-5,Not Available
E22_03,Law Enforcement/Crash Report Number,10001,Relevant Value for Data Element & Patient Care
E22_04,Trauma Registry ID,-25,Not Applicable
E22_04,Trauma Registry ID,-10,Not Known
E22_04,Trauma Registry ID,-5,Not Available
E22_04,Trauma Registry ID,10001,Relevant Value for Data Element & Patient Care
E22_05,Fire Incident Report Number,-25,Not Applicable
E22_05,Fire Incident Report Number,-10,Not Known
E22_05,Fire Incident Report Number,-5,Not Available
E22_05,Fire Incident Report Number,10001,Relevant Value for Data Element & Patient Care
E22_06,Patient ID Band/Tag Number,-25,Not Applicable
E22_06,Patient ID Band/Tag Number,-10,Not Known
E22_06,Patient ID Band/Tag Number,-5,Not Available
E22_06,Patient ID Band/Tag Number,10001,Relevant Value for Data Element & Patient Care
E23_01,Review Requested,-25,Not Applicable
E23_01,Review Requested,-10,Not Known
E23_01,Review Requested,-5,Not Available
E23_01,Review Requested,0,No
E23_01,Review Requested,1,Yes
E23_02,Potential Registry Candidate,-25,Not Applicable
E23_02,Potential Registry Candidate,-10,Not Known
E23_02,Potential Registry Candidate,-5,Not Available
E23_02,Potential Registry Candidate,5395,Burn
E23_02,Potential Registry Candidate,5400,Cardiac/MI
E23_02,Potential Registry Candidate,5405,CVA/Stroke
E23_02,Potential Registry Candidate,5410,Drowning
E23_02,Potential Registry Candidate,5415,Spinal Cord Injury
E23_02,Potential Registry Candidate,5420,Trauma
E23_02,Potential Registry Candidate,5425,Traumatic Brain Injury
E23_02,Potential Registry Candidate,5430,Other
E23_03,Personal Protective Equipment Used,-25,Not Applicable
E23_03,Personal Protective Equipment Used,-10,Not Known
E23_03,Personal Protective Equipment Used,-5,Not Available
E23_03,Personal Protective Equipment Used,5435,Eye Protection
E23_03,Personal Protective Equipment Used,5440,Gloves
E23_03,Personal Protective Equipment Used,5445,Level A Suit
E23_03,Personal Protective Equipment Used,5450,Level B Suit
E23_03,Personal Protective Equipment Used,5455,Level C Suit
E23_03,Personal Protective Equipment Used,5460,Mask
E23_03,Personal Protective Equipment Used,5465,Other
E23_04,"Suspected Intentional, or Unintentional Disaster",-25,Not Applicable
E23_04,"Suspected Intentional, or Unintentional Disaster",-10,Not Known
E23_04,"Suspected Intentional, or Unintentional Disaster",-5,Not Available
E23_04,"Suspected Intentional, or Unintentional Disaster",5470,Biologic Agent
E23_04,"Suspected Intentional, or Unintentional Disaster",5475,Building Failure
E23_04,"Suspected Intentional, or Unintentional Disaster",5480,Chemical Agent
E23_04,"Suspected Intentional, or Unintentional Disaster",5485,Explosive Device
E23_04,"Suspected Intentional, or Unintentional Disaster",5490,Fire
E23_04,"Suspected Intentional, or Unintentional Disaster",5495,Hostage Event
E23_04,"Suspected Intentional, or Unintentional Disaster",5500,Mass Gathering
E23_04,"Suspected Intentional, or Unintentional Disaster",5505,Nuclear Agent
E23_04,"Suspected Intentional, or Unintentional Disaster",5510,Radioactive Device
E23_04,"Suspected Intentional, or Unintentional Disaster",5515,Secondary Destructive Device
E23_04,"Suspected Intentional, or Unintentional Disaster",5520,Shooting/Sniper
E23_04,"Suspected Intentional, or Unintentional Disaster",5525,Vehicular
E23_04,"Suspected Intentional, or Unintentional Disaster",5530,Weather
E23_05,Suspected Contact with Blood/Body Fluids of EMS Injury or Death,-25,Not Applicable
E23_05,Suspected Contact with Blood/Body Fluids of EMS Injury or Death,-10,Not Known
E23_05,Suspected Contact with Blood/Body Fluids of EMS Injury or Death,-5,Not Available
E23_05,Suspected Contact with Blood/Body Fluids of EMS Injury or Death,0,No
E23_05,Suspected Contact with Blood/Body Fluids of EMS Injury or Death,1,Yes
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",-25,Not Applicable
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",-10,Not Known
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",-5,Not Available
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5540,Contact to Broken Skin
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5545,Contact to Intact Skin
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5550,Contact with Eye
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5555,Contact with Mucosal Surface
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5560,Inhalation Exposure
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5565,Needle Stick with Fluid Injection
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5570,Needle Stick without Fluid Injection
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5575,Other Physical injury
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5580,Death
E23_06,"Type of Suspected Blood/Body Fluid Exposure, Injury, or Death",5585,None
E23_07,Personnel Exposed,-25,Not Applicable
E23_07,Personnel Exposed,-10,Not Known
E23_07,Personnel Exposed,-5,Not Available
E23_07,Personnel Exposed,5590,This EMS Crew
E23_07,Personnel Exposed,5595,Non-EMS individual
E23_07,Personnel Exposed,5600,Other EMS Personnel
E23_08,Required Reportable Conditions,-25,Not Applicable
E23_08,Required Reportable Conditions,-10,Not Known
E23_08,Required Reportable Conditions,-5,Not Available
E23_08,Required Reportable Conditions,0,No
E23_08,Required Reportable Conditions,1,Yes
E23_09,Research Survey Field,-25,Not Applicable
E23_09,Research Survey Field,-10,Not Known
E23_09,Research Survey Field,-5,Not Available
E23_09,Research Survey Field,10001,Relevant Value for Data Element & Patient Care
E23_10,Who Generated this Report?,-25,Not Applicable
E23_10,Who Generated this Report?,-10,Not Known
E23_10,Who Generated this Report?,-5,Not Available
E23_10,Who Generated this Report?,10001,Relevant Value for Data Element & Patient Care
E23_11,Research Survey Field Title,10001,Relevant Value for Data Element & Patient Care
